"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test the cancel transaction button functionality.","20828","Calculation Testing | Scenario=S13 | Mode=NEFT/RTGS | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 12:53:33 IST 2025","passed","Wed Sep 24 12:53:53 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21511","Calculation Testing | Scenario=S16 | Mode=NEFT/RTGS | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 13:50:23 IST 2025","passed","Wed Sep 24 13:50:45 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20489","Calculation Testing | Scenario=S18 | Mode=Net Banking | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 14:22:08 IST 2025","passed","Wed Sep 24 14:22:29 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21377","Calculation Testing | Scenario=S18 | Mode=NEFT/RTGS | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 14:24:35 IST 2025","passed","Wed Sep 24 14:24:56 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21951","Calculation Testing | Scenario=S9 | Mode=Cash | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 10:25:15 IST 2025","passed","Wed Sep 24 10:25:37 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16251","Calculation Testing | Scenario=S19 | Mode=UPI INTENT | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 15:23:52 IST 2025","passed","Wed Sep 24 15:24:08 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21029","Calculation Testing | Scenario=S3 | Mode=NEFT/RTGS | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 15:02:21 IST 2025","passed","Tue Sep 23 15:02:42 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20861","Calculation Testing | Scenario=S13 | Mode=NEFT/RTGS | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 12:53:03 IST 2025","passed","Wed Sep 24 12:53:24 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20875","Calculation Testing | Scenario=S4 | Mode=Cash | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 15:44:46 IST 2025","passed","Tue Sep 23 15:45:07 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18373","Calculation Testing | Scenario=S20 | Mode=UPI INTENT | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 15:43:38 IST 2025","passed","Wed Sep 24 15:43:56 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19904","Calculation Testing | Scenario=S11 | Mode=UPI INTENT | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 11:28:03 IST 2025","passed","Wed Sep 24 11:28:23 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","9218","Calculation Testing | Scenario=S21 | Mode=Net Banking | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 15:47:44 IST 2025","failed","Wed Sep 24 15:47:54 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20299","Calculation Testing | Scenario=S22 | Mode=RuPay Credit Card | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 16:13:38 IST 2025","passed","Wed Sep 24 16:13:58 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22678","Calculation Testing | Scenario=S11 | Mode=UPI | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 11:20:02 IST 2025","passed","Wed Sep 24 11:20:25 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","8169","Calculation Testing | Scenario=S21 | Mode=BHIM UPI QR | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 15:54:44 IST 2025","failed","Wed Sep 24 15:54:52 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20930","Calculation Testing | Scenario=S3 | Mode=RuPay Card | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 15:08:43 IST 2025","passed","Tue Sep 23 15:09:04 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20690","Calculation Testing | Scenario=S7 | Mode=NEFT/RTGS | Slab=1-1000 | Amount=100","testCases","Tue Sep 23 17:59:30 IST 2025","passed","Tue Sep 23 17:59:50 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21735","Calculation Testing | Scenario=S6 | Mode=Cash | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 17:20:12 IST 2025","passed","Tue Sep 23 17:20:34 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20790","Calculation Testing | Scenario=S12 | Mode=Wallet | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 12:33:33 IST 2025","passed","Wed Sep 24 12:33:54 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22891","Calculation Testing | Scenario=S9 | Mode=RuPay Card | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 10:33:26 IST 2025","passed","Wed Sep 24 10:33:49 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19935","Calculation Testing | Scenario=S9 | Mode=Wallet | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 10:29:59 IST 2025","passed","Wed Sep 24 10:30:19 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20904","Calculation Testing | Scenario=S3 | Mode=RuPay Card | Slab=1001-5000 | Amount=1200","testCases","Tue Sep 23 15:08:16 IST 2025","passed","Tue Sep 23 15:08:36 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23148","Calculation Testing | Scenario=S17 | Mode=RuPay Credit Card | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 14:14:58 IST 2025","passed","Wed Sep 24 14:15:21 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20689","Calculation Testing | Scenario=S16 | Mode=UPI INTENT | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 14:01:04 IST 2025","failed","Wed Sep 24 14:01:25 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19689","Calculation Testing | Scenario=S22 | Mode=Debit Card | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 15:58:46 IST 2025","passed","Wed Sep 24 15:59:06 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","17926","Calculation Testing | Scenario=S21 | Mode=UPI INTENT | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 15:57:59 IST 2025","passed","Wed Sep 24 15:58:17 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22246","Calculation Testing | Scenario=S9 | Mode=UPI | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 10:29:01 IST 2025","passed","Wed Sep 24 10:29:24 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19986","Calculation Testing | Scenario=S6 | Mode=UPI INTENT | Slab=1001-5000 | Amount=1200","testCases","Tue Sep 23 17:30:08 IST 2025","passed","Tue Sep 23 17:30:28 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22708","Calculation Testing | Scenario=S10 | Mode=RuPay Card | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 10:59:28 IST 2025","passed","Wed Sep 24 10:59:51 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20901","Calculation Testing | Scenario=S13 | Mode=NEFT/RTGS | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 12:54:01 IST 2025","failed","Wed Sep 24 12:54:22 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22882","Calculation Testing | Scenario=S14 | Mode=RuPay Credit Card | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 13:21:19 IST 2025","passed","Wed Sep 24 13:21:42 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23121","Calculation Testing | Scenario=S12 | Mode=Debit Card | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 12:24:01 IST 2025","passed","Wed Sep 24 12:24:25 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16454","Calculation Testing | Scenario=S20 | Mode=Net Banking | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 15:28:01 IST 2025","passed","Wed Sep 24 15:28:17 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20549","Calculation Testing | Scenario=S17 | Mode=Net Banking | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 14:05:02 IST 2025","passed","Wed Sep 24 14:05:22 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19958","Calculation Testing | Scenario=S14 | Mode=Wallet | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 13:16:49 IST 2025","passed","Wed Sep 24 13:17:09 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16674","Calculation Testing | Scenario=S23 | Mode=NEFT/RTGS | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 16:21:46 IST 2025","passed","Wed Sep 24 16:22:03 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20732","Calculation Testing | Scenario=S4 | Mode=RuPay Credit Card | Slab=1-1000 | Amount=100","testCases","Tue Sep 23 15:52:23 IST 2025","passed","Tue Sep 23 15:52:44 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19951","Calculation Testing | Scenario=S8 | Mode=BHIM UPI QR | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 00:07:02 IST 2025","passed","Wed Sep 24 00:07:22 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23932","Calculation Testing | Scenario=S12 | Mode=Credit Card | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 12:24:32 IST 2025","passed","Wed Sep 24 12:24:56 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21174","Calculation Testing | Scenario=S16 | Mode=Cash | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 13:48:47 IST 2025","passed","Wed Sep 24 13:49:08 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19983","Calculation Testing | Scenario=S15 | Mode=UPI INTENT | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 13:39:25 IST 2025","passed","Wed Sep 24 13:39:45 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20373","Calculation Testing | Scenario=S16 | Mode=BHIM UPI QR | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 13:55:33 IST 2025","passed","Wed Sep 24 13:55:54 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23016","Calculation Testing | Scenario=S11 | Mode=Debit Card | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 11:11:13 IST 2025","passed","Wed Sep 24 11:11:36 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22102","Calculation Testing | Scenario=S4 | Mode=UPI | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 15:47:28 IST 2025","passed","Tue Sep 23 15:47:50 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20830","Calculation Testing | Scenario=S9 | Mode=NEFT/RTGS | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 10:26:43 IST 2025","passed","Wed Sep 24 10:27:04 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21537","Calculation Testing | Scenario=S6 | Mode=NEFT/RTGS | Slab=1-1000 | Amount=100","testCases","Tue Sep 23 17:20:43 IST 2025","passed","Tue Sep 23 17:21:05 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21993","Calculation Testing | Scenario=S8 | Mode=NEFT/RTGS | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 00:02:38 IST 2025","passed","Wed Sep 24 00:03:00 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20753","Calculation Testing | Scenario=S2 | Mode=NEFT/RTGS | Slab=1-1000 | Amount=100","testCases","Tue Sep 23 14:36:35 IST 2025","passed","Tue Sep 23 14:36:56 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20844","Calculation Testing | Scenario=S7 | Mode=Credit Card | Slab=1001-5000 | Amount=1200","testCases","Tue Sep 23 17:55:49 IST 2025","passed","Tue Sep 23 17:56:10 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20839","Calculation Testing | Scenario=S6 | Mode=Wallet | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 17:25:00 IST 2025","passed","Tue Sep 23 17:25:21 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20861","Calculation Testing | Scenario=S14 | Mode=Net Banking | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 13:11:26 IST 2025","passed","Wed Sep 24 13:11:47 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23797","Calculation Testing | Scenario=S8 | Mode=Debit Card | Slab=1001-5000 | Amount=1200","testCases","Tue Sep 23 23:55:54 IST 2025","passed","Tue Sep 23 23:56:17 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20756","Calculation Testing | Scenario=S10 | Mode=UPI INTENT | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 11:02:56 IST 2025","passed","Wed Sep 24 11:03:17 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","17247","Calculation Testing | Scenario=S20 | Mode=BHIM UPI QR | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 15:37:52 IST 2025","passed","Wed Sep 24 15:38:09 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19503","Calculation Testing | Scenario=S10 | Mode=BHIM UPI QR | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 10:59:02 IST 2025","passed","Wed Sep 24 10:59:22 IST 2025","TestCalculations","Calculation_test","",""
